domain,domain_link,domain_group,crawled_by,requires_www,status_code,page_crawl_error,logo_found,logo_is_image,image_group,final_groups,logo_scrape_error,logo_link,logo_src,logo_image_type,logo_image_type.1,selected,logo_file_name,id
kia.am,https://kia.am,domain_group_177,,True,200.0,,True,True,group_225,,,https://www.kia.am/wp-content/uploads/2023/11/Main-logo1.svg,https://www.kia.am/wp-content/uploads/2023/11/Main-logo1.svg,svg,,,logos\kia_am.svg,kia_am
kia.co.mz,https://kia.co.mz,domain_group_177,,,200.0,,True,True,group_1228,,,https://www.kia.co.mz/wp-content/uploads/2023/06/logo.png,https://www.kia.co.mz/wp-content/uploads/2023/06/logo.png,PNG,,,logos\kia_co_mz.png,kia_co_mz
kia.com.uy,https://kia.com.uy,domain_group_177,,,904.0,"HTTPSConnectionPool(host='www.kia.com.uy', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",False,,,,,,,,,,,kia_com_uy
kia.com.co,https://kia.com.co,domain_group_177,,,904.0,"HTTPSConnectionPool(host='www.kia.com.co', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",False,,,,,,,,,,,kia_com_co
kia.co.sz,https://kia.co.sz,domain_group_177,,,200.0,,True,True,group_1228,,,https://kia.co.sz/wp-content/uploads/2021/06/kia_logo_w.svg,https://kia.co.sz/wp-content/uploads/2021/06/kia_logo_w.svg,svg,,,logos\kia_co_sz.svg,kia_co_sz
lamborghini-zh.ch,https://lamborghini-zh.ch,domain_group_178,,,200.0,,True,True,group_214,,,https://lamborghini-zh.ch/img/logo_black.png,/img/logo_black.png,png,,,logos\lamborghini-zh_ch.png,lamborghini-zh_ch
lamborghini-berlin.com,https://lamborghini-berlin.com,domain_group_178,,True,200.0,,False,True,group_1228,,,https://www.doerrgroup.com/wp-content/themes/fp-theme/dist/images/logo.png,https://www.doerrgroup.com/wp-content/themes/fp-theme/dist/images/logo.png,PNG,,,logos\lamborghini-berlin_com.png,lamborghini-berlin_com
lamborghini-paris.com,https://lamborghini-paris.com,domain_group_178,,True,200.0,,True,True,group_1076,,,https://d2638j3z8ek976.cloudfront.net/7b7c2e3c8f3d1f3bc79c604babe546f1f16bcd40/1719306394/images/logo-paris.png,https://d2638j3z8ek976.cloudfront.net/7b7c2e3c8f3d1f3bc79c604babe546f1f16bcd40/1719306394/images/logo-paris.png,png,,,logos\lamborghini-paris_com.png,lamborghini-paris_com
lamborghinisarasota.com,https://lamborghinisarasota.com,domain_group_178,,,901.0,"HTTPSConnectionPool(host='www.lamborghinisarasota.com', port=443): Read timed out. (read timeout=10)",,,,,,,,,,,,lamborghinisarasota_com
lamborghini-cannes.com,https://lamborghini-cannes.com,domain_group_178,,,200.0,,True,True,group_1228,,,https://d2638j3z8ek976.cloudfront.net/c05d1519e4e263c50b669ec631eeae390774da1d/1714642013/images/logo.png,https://d2638j3z8ek976.cloudfront.net/c05d1519e4e263c50b669ec631eeae390774da1d/1714642013/images/logo.png,png,,,logos\lamborghini-cannes_com.png,lamborghini-cannes_com
lamborghinimontreal.com,https://lamborghinimontreal.com,domain_group_178,,,200.0,,True,True,group_129,,,https://lamborghinimontreal.com/wp-content/uploads/2024/03/revuelto-logo.png,https://lamborghinimontreal.com/wp-content/uploads/2024/03/revuelto-logo.png,png,,,logos\lamborghinimontreal_com.png,lamborghinimontreal_com
lamborghini-stuttgart.com,https://lamborghini-stuttgart.com,domain_group_178,,,200.0,,True,True,group_1228,,,https://d2638j3z8ek976.cloudfront.net/10040f09f7acdeb2cc93e38b62dd137bc0d085e3/1714642669/images/logo.png,https://d2638j3z8ek976.cloudfront.net/10040f09f7acdeb2cc93e38b62dd137bc0d085e3/1714642669/images/logo.png,png,,,logos\lamborghini-stuttgart_com.png,lamborghini-stuttgart_com
lamborghini-frankfurt.com,https://lamborghini-frankfurt.com,domain_group_178,,,200.0,,True,True,group_1228,,,https://www.doerrgroup.com/wp-content/themes/fp-theme/dist/images/logo.png,https://www.doerrgroup.com/wp-content/themes/fp-theme/dist/images/logo.png,PNG,,,logos\lamborghini-frankfurt_com.png,lamborghini-frankfurt_com
lamborghini-rotterdam.nl,https://lamborghini-rotterdam.nl,domain_group_178,,,200.0,,False,True,group_1228,,,,,png,,,logos\lamborghini-rotterdam_nl.png,lamborghini-rotterdam_nl
solatube.se,https://solatube.se,domain_group_179,,,200.0,,False,True,group_904,,,,,png,,,logos\solatube_se.png,solatube_se
solatube.co.uk,https://solatube.co.uk,domain_group_179,,,200.0,,False,True,group_904,,,,,png,,,logos\solatube_co_uk.png,solatube_co_uk
solatubescotland.co.uk,https://solatubescotland.co.uk,domain_group_179,,,200.0,,False,True,group_904,,,,,png,,,logos\solatubescotland_co_uk.png,solatubescotland_co_uk
solatubegalicia.com,https://solatubegalicia.com,domain_group_179,,,200.0,,True,True,group_183,,,https://solatubegalicia.com/wp-content/uploads/2022/06/Logo-Solatube-svg.svg,https://solatubegalicia.com/wp-content/uploads/2022/06/Logo-Solatube-svg.svg,svg,,,logos\solatubegalicia_com.svg,solatubegalicia_com
solatube.si,https://solatube.si,domain_group_179,,,200.0,,True,True,group_904,,,https://solatube.si/wp-content/themes/theme5150/img/logo.png,https://solatube.si/wp-content/themes/theme5150/img/logo.png,png,,,logos\solatube_si.png,solatube_si
solatube.com.cn,https://solatube.com.cn,domain_group_179,,,904.0,"HTTPSConnectionPool(host='www.solatube.com.cn', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",,,,,,,,,,,,solatube_com_cn
solatube.no,https://solatube.no,domain_group_179,,,200.0,,False,,,,,,,,,,,solatube_no
solatube.pt,https://solatube.pt,domain_group_179,,,200.0,,True,True,group_904,,,https://www.solatube.pt/wp-content/themes/theme5150/img/logo.png,https://www.solatube.pt/wp-content/themes/theme5150/img/logo.png,png,,,logos\solatube_pt.png,solatube_pt
statkraft.ie,https://statkraft.ie,domain_group_180,,,200.0,,True,True,group_580,,,https://statkraft.ie/globalassets/0/..corporate-images/logo/statkraft-logo-positive-rgb_.png,/globalassets/0/..corporate-images/logo/statkraft-logo-positive-rgb_.png,png,,,logos\statkraft_ie.png,statkraft_ie
statkraft.com.br,https://statkraft.com.br,domain_group_180,,,200.0,,,True,group_580,,,https://statkraft.com.br/globalassets/0/..corporate-images/logo/statkraft-logo-positive-rgb_.png,/globalassets/0/..corporate-images/logo/statkraft-logo-positive-rgb_.png,png,,,logos\statkraft_com_br.png,statkraft_com_br
statkraft.nl,https://statkraft.nl,domain_group_180,,,200.0,,True,True,group_580,,,https://statkraft.nl/globalassets/0/..corporate-images/logo/statkraft-logo-positive-rgb_.png,/globalassets/0/..corporate-images/logo/statkraft-logo-positive-rgb_.png,png,,,logos\statkraft_nl.png,statkraft_nl
statkraft.co.uk,https://statkraft.co.uk,domain_group_180,,True,200.0,,True,True,group_580,,,https://statkraft.co.uk/globalassets/0/..corporate-images/logo/statkraft-logo-positive-rgb_.png,/globalassets/0/..corporate-images/logo/statkraft-logo-positive-rgb_.png,png,,,logos\statkraft_co_uk.png,statkraft_co_uk
statkraftvarme.no,https://statkraftvarme.no,domain_group_180,,,200.0,,True,True,group_580,,,https://statkraftvarme.no/globalassets/0/..corporate-images/logo/statkraft-logo-positive-rgb_.png,/globalassets/0/..corporate-images/logo/statkraft-logo-positive-rgb_.png,png,,,logos\statkraftvarme_no.png,statkraftvarme_no
statkraft.fr,https://statkraft.fr,domain_group_180,,,200.0,,True,True,group_580,,,https://statkraft.fr/globalassets/0/..corporate-images/logo/statkraft-logo-positive-rgb_.png,/globalassets/0/..corporate-images/logo/statkraft-logo-positive-rgb_.png,png,,,logos\statkraft_fr.png,statkraft_fr
statkraft.com.pe,https://statkraft.com.pe,domain_group_180,,,200.0,,True,True,group_580,,,https://statkraft.com.pe/globalassets/0/..corporate-images/logo/statkraft-logo-positive-rgb_.png,/globalassets/0/..corporate-images/logo/statkraft-logo-positive-rgb_.png,png,,,logos\statkraft_com_pe.png,statkraft_com_pe
statkraft.com.tr,https://statkraft.com.tr,domain_group_180,,,200.0,,True,True,group_580,,,https://statkraft.com.tr/globalassets/0/..corporate-images/logo/statkraft-logo-positive-rgb_.png,/globalassets/0/..corporate-images/logo/statkraft-logo-positive-rgb_.png,png,,,logos\statkraft_com_tr.png,statkraft_com_tr
isic.de,https://isic.de,domain_group_181,,,903.0,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",,True,group_1259,,,,,webp,,,logos\isic_de.webp,isic_de
isic.fr,https://isic.fr,domain_group_181,,,200.0,,False,True,group_959,,,,,png,,,logos\isic_fr.png,isic_fr
isic.it,https://isic.it,domain_group_181,,,200.0,,False,True,group_959,,,,,png,,,logos\isic_it.png,isic_it
isic.bg,https://isic.bg,domain_group_181,,,200.0,,False,,,,,,,,,,,isic_bg
starbucks.co.nz,https://starbucks.co.nz,domain_group_182,,,200.0,,True,True,group_793,,,https://www.starbucks.co.nz/content/images/starbucks-logo.svg,https://www.starbucks.co.nz/content/images/starbucks-logo.svg,svg,,,logos\starbucks_co_nz.svg,starbucks_co_nz
starbucks.com.sg,https://starbucks.com.sg,domain_group_182,,,200.0,,True,True,group_892,,,https://starbucks.com.sg/StarbucksTheme/img/logo.svg,/StarbucksTheme/img/logo.svg,svg,,,logos\starbucks_com_sg.svg,starbucks_com_sg
starkey.co.uk,https://starkey.co.uk,domain_group_182,,,200.0,,True,True,group_68,,,https://starkey.co.uk/-/media/International/US/Images/global/starkey-logo.svg,/-/media/International/US/Images/global/starkey-logo.svg,svg,,,logos\starkey_co_uk.svg,starkey_co_uk
starbucks.com.gr,https://starbucks.com.gr,domain_group_182,,,904.0,"HTTPSConnectionPool(host='card.starbucks.com.gr', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",False,,,,,,,,,,,starbucks_com_gr
starbucks.in,https://starbucks.in,domain_group_182,,,200.0,,False,True,group_892,,,,,png,,,logos\starbucks_in.png,starbucks_in
benu.ee,https://benu.ee,domain_group_183,,,200.0,,True,True,group_124,,,https://benu.ee/application/images/benu-logo.svg,application/images/benu-logo.svg,svg,,,logos\benu_ee.svg,benu_ee
benu.nl,https://benu.nl,domain_group_183,,True,200.0,,True,,,,"Other error: HTTPSConnectionPool(host='www.cdn.brocacef.nl', port=443): Max retries exceeded with url: /-/media/project/brocacef/benuapotheek/logo-oag.png?h=250&amp;la=nl-NL&amp;w=300&amp;rev=e5674bd5403c4c5fbc6aef1c3683eec6&amp;hash=FAA0F0AE417EEA2AD6064EABB67AD9D5 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001DF7DF69E20>: Failed to resolve 'www.cdn.brocacef.nl' ([Errno 11001] getaddrinfo failed)""))",https://cdn.brocacef.nl/-/media/project/brocacef/benuapotheek/logo-oag.png?h=250&amp;la=nl-NL&amp;w=300&amp;rev=e5674bd5403c4c5fbc6aef1c3683eec6&amp;hash=FAA0F0AE417EEA2AD6064EABB67AD9D5,https://cdn.brocacef.nl/-/media/project/brocacef/benuapotheek/logo-oag.png?h=250&amp;la=nl-NL&amp;w=300&amp;rev=e5674bd5403c4c5fbc6aef1c3683eec6&amp;hash=FAA0F0AE417EEA2AD6064EABB67AD9D5,,,,,benu_nl
benu.lv,https://benu.lv,domain_group_183,,,200.0,,True,True,group_124,,,https://benu.lv/application/images/benu-logo.svg,application/images/benu-logo.svg,svg,,,logos\benu_lv.svg,benu_lv
benu.lt,https://benu.lt,domain_group_183,,,200.0,,False,True,group_124,,,,,svg,,,logos\benu_lt.svg,benu_lt
benu.ch,https://benu.ch,domain_group_183,,,200.0,,True,True,group_1183,,,https://benu.ch/logo.svg,/logo.svg,svg,,,logos\benu_ch.svg,benu_ch
sto.hr,https://sto.hr,domain_group_184,,,200.0,,False,,,,,,,,,,,sto_hr
sto-ukraine.com,https://sto-ukraine.com,domain_group_184,,,200.0,,False,,,,,,,,,,,sto-ukraine_com
sto-sea.com,https://sto-sea.com,domain_group_184,,,200.0,,True,True,group_788,,,https://static.sto-net.com/logos/sto/logo-en.svg,//static.sto-net.com/logos/sto/logo-en.svg,svg,,,logos\sto-sea_com.svg,sto-sea_com
sto.fi,https://sto.fi,domain_group_184,,,200.0,,False,,,,,,,,,,,sto_fi
storisell.com,https://storisell.com,domain_group_184,,,200.0,,False,True,group_127,,,,,png,,,logos\storisell_com.png,storisell_com
stoitalia.it,https://stoitalia.it,domain_group_184,,,200.0,,False,,,,,,,,,,,stoitalia_it
stocanada.com,https://stocanada.com,domain_group_184,,,200.0,,True,True,group_12,,,https://www.stocanada.com/wp-content/themes/total-child-theme-master/images/logo_archtizer_23x23.jpg,https://www.stocanada.com/wp-content/themes/total-child-theme-master/images/logo_archtizer_23x23.jpg,jpg,,,logos\stocanada_com.jpg,stocanada_com
stosignature.com,https://stosignature.com,domain_group_184,,,904.0,"HTTPSConnectionPool(host='www.stosignature.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",True,,,,"Other error: HTTPSConnectionPool(host='www.', port=443): Max retries exceeded with url: /static.sto-net.com/logos/sto/logo-en.svg (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001CD8DB444D0>: Failed to resolve 'www' ([Errno 11001] getaddrinfo failed)""))",https:////static.sto-net.com/logos/sto/logo-en.svg,//static.sto-net.com/logos/sto/logo-en.svg,,,,,stosignature_com
sto.hu,https://sto.hu,domain_group_184,,,200.0,,False,,,,,,,,,,,sto_hu
stockco.co.nz,https://stockco.co.nz,domain_group_184,,,200.0,,True,True,group_756,,,https://stockco.co.nz/wp-content/themes/stockco/images/stockco-logo-1.png,https://stockco.co.nz/wp-content/themes/stockco/images/stockco-logo-1.png,png,,,logos\stockco_co_nz.png,stockco_co_nz
sto.es,https://sto.es,domain_group_184,,,200.0,,False,,,,,,,,,,,sto_es
sto.com.tr,https://sto.com.tr,domain_group_184,,True,200.0,,True,True,group_788,,,https://static.sto-net.com/logos/sto/logo-en.svg,//static.sto-net.com/logos/sto/logo-en.svg,svg,,,logos\sto_com_tr.svg,sto_com_tr
stoag.ch,https://stoag.ch,domain_group_184,,,200.0,,False,,,,,,,,,,,stoag_ch
stora-drain.be,https://stora-drain.be,domain_group_184,,,200.0,,True,True,group_69,,,https://stora-drain.be/wp-content/uploads/2021/03/Logo_stora-drain-e1622558245267.png,https://stora-drain.be/wp-content/uploads/2021/03/Logo_stora-drain-e1622558245267.png,png,,,logos\stora-drain_be.png,stora-drain_be
decathlon.ch,https://decathlon.ch,domain_group_185,,,904.0,"HTTPSConnectionPool(host='www.decathlon.ch', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",,,,,,,,,,,,decathlon_ch
decathlon.hu,https://decathlon.hu,domain_group_185,,,904.0,"HTTPSConnectionPool(host='www.decathlon.hu', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",,,,,,,,,,,,decathlon_hu
decathlon.com.tr,https://decathlon.com.tr,domain_group_185,,,904.0,"HTTPSConnectionPool(host='www.decathlon.com.tr', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",,,,,,,,,,,,decathlon_com_tr
decathlon-karriere.de,https://decathlon-karriere.de,domain_group_185,,,200.0,,False,,,,,,,,,,,decathlon-karriere_de
decathlon.ro,https://decathlon.ro,domain_group_185,,,903.0,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",,,,,,,,,,,,decathlon_ro
decathlon.pl,https://decathlon.pl,domain_group_185,,,403.0,,,,,,,,,,,,,decathlon_pl
decathlon.cz,https://decathlon.cz,domain_group_185,,,403.0,,,,,,,,,,,,,decathlon_cz
decathlon.com.br,https://decathlon.com.br,domain_group_185,,True,200.0,,False,,,,,,,,,,,decathlon_com_br
decathlon.com.kh,https://decathlon.com.kh,domain_group_185,,,200.0,,True,True,group_208,,,https://decathlon.com.kh/img/decathlon-cambodia-logo-1734599110.jpg,/img/decathlon-cambodia-logo-1734599110.jpg,jpg,,,logos\decathlon_com_kh.jpg,decathlon_com_kh
decathlonkz.com,https://decathlonkz.com,domain_group_185,,,903.0,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",False,,,,,,,,,,,decathlonkz_com
enterprise.dk,https://enterprise.dk,domain_group_186,,,403.0,,,,,,,,,,,,,enterprise_dk
enterpriserentacar.pl,https://enterpriserentacar.pl,domain_group_186,,,403.0,,,,,,,,,,,,,enterpriserentacar_pl
enterprise.si,https://enterprise.si,domain_group_186,,,200.0,,False,,,,,,,,,,,enterprise_si
enterprise.com.ar,https://enterprise.com.ar,domain_group_186,,,903.0,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",,,,,,,,,,,,enterprise_com_ar
enterpriserentacar.bg,https://enterpriserentacar.bg,domain_group_186,,,403.0,,,,,,,,,,,,,enterpriserentacar_bg
enterprise.se,https://enterprise.se,domain_group_186,,,403.0,,,,,,,,,,,,,enterprise_se
enterprise.ae,https://enterprise.ae,domain_group_186,,True,200.0,,False,True,group_1049,,,,,png,,,logos\enterprise_ae.png,enterprise_ae
demeter-bw.de,https://demeter-bw.de,domain_group_187,,,200.0,,True,True,group_99,,,https://demeter-bw.de/themes/wingsuit/dist/app-drupal/images/logo-demeter.svg,/themes/wingsuit/dist/app-drupal/images/logo-demeter.svg,svg,,,logos\demeter-bw_de.svg,demeter-bw_de
demetercs.eu,https://demetercs.eu,domain_group_187,,,200.0,,False,,,,,,,,,,,demetercs_eu
demeter.at,https://demeter.at,domain_group_187,,,200.0,,True,True,group_1106,,,https://www.demeter.at/wp-content/uploads/2016/10/logo.png,https://www.demeter.at/wp-content/uploads/2016/10/logo.png,png,,,logos\demeter_at.png,demeter_at
demeter-im-westen.de,https://demeter-im-westen.de,domain_group_187,,,200.0,,True,True,group_99,,,https://demeter-im-westen.de/themes/wingsuit/dist/app-drupal/images/logo-demeter.svg,/themes/wingsuit/dist/app-drupal/images/logo-demeter.svg,svg,,,logos\demeter-im-westen_de.svg,demeter-im-westen_de
demeter.ch,https://demeter.ch,domain_group_187,,,200.0,,True,True,group_354,,,https://demeter.ch/wp-content/uploads/2022/01/demeter_logo_rgb.png,https://demeter.ch/wp-content/uploads/2022/01/demeter_logo_rgb.png,png,,,logos\demeter_ch.png,demeter_ch
demeter-im-norden.de,https://demeter-im-norden.de,domain_group_187,,,200.0,,True,True,group_99,,,https://demeter-im-norden.de/themes/wingsuit/dist/app-drupal/images/logo-demeter.svg,/themes/wingsuit/dist/app-drupal/images/logo-demeter.svg,svg,,,logos\demeter-im-norden_de.svg,demeter-im-norden_de
demeterschmid.de,https://demeterschmid.de,domain_group_187,,,200.0,,True,True,group_843,,,https://www.demeterschmid.de/s/misc/logo.png?t=1743387367,https://www.demeterschmid.de/s/misc/logo.png?t=1743387367,png,,,logos\demeterschmid_de.png,demeterschmid_de
demeter.it,https://demeter.it,domain_group_187,,,200.0,,True,True,group_99,,,https://demeter.it/wp-content/uploads/logo-demeter-pos.svg,/wp-content/uploads/logo-demeter-pos.svg,svg,,,logos\demeter_it.svg,demeter_it
dertour.sk,https://dertour.sk,domain_group_188,,,200.0,,True,True,group_1193,,,https://dertour.sk/www/dertour.sk/assets/img/logo.png,/www/dertour.sk/assets/img/logo.png,png,,,logos\dertour_sk.png,dertour_sk
africell.ao,https://africell.ao,domain_group_189,,,200.0,,True,True,group_1228,,,https://www.africell.ao/wp-content/themes/africell/assets/images/africell-logo.png,https://www.africell.ao/wp-content/themes/africell/assets/images/africell-logo.png,png,,,logos\africell_ao.png,africell_ao
cdlbarreiras.com.br,https://cdlbarreiras.com.br,domain_group_190,,,200.0,,True,True,group_863,,,https://www.cdlbarreiras.com.br/wp-content/uploads/2017/09/logo_2.png,https://www.cdlbarreiras.com.br/wp-content/uploads/2017/09/logo_2.png,png,,,logos\cdlbarreiras_com_br.png,cdlbarreiras_com_br
bonprix.nl,https://bonprix.nl,domain_group_191,,True,200.0,,False,,,,,,,,,,,bonprix_nl
bonprix.fi,https://bonprix.fi,domain_group_191,,True,200.0,,True,True,group_80,,,https://fires.bonprix.fi/mstatic/dist/gfx/bonprix_logo.svg,//fires.bonprix.fi/mstatic/dist/gfx/bonprix_logo.svg,svg,,,logos\bonprix_fi.svg,bonprix_fi
bonprix.se,https://bonprix.se,domain_group_191,,True,200.0,,False,,,,,,,,,,,bonprix_se
bonprix-fl.be,https://bonprix-fl.be,domain_group_191,,True,200.0,,False,,,,,,,,,,,bonprix-fl_be
bonprix.jobs,https://bonprix.jobs,domain_group_191,,,200.0,,False,,,,,,,,,,,bonprix_jobs
bonprix.ch,https://bonprix.ch,domain_group_191,,True,200.0,,False,,,,,,,,,,,bonprix_ch
bonprix.co.uk,https://bonprix.co.uk,domain_group_191,,True,200.0,,True,True,group_1088,,,https://bonprix.scene7.com/is/image/OttoUK/bonprix_logo2022?fmt=png-alpha,https://bonprix.scene7.com/is/image/OttoUK/bonprix_logo2022?fmt=png-alpha,,,,logos\bonprix_co_uk,bonprix_co_uk
mcdonalds.co.za,https://mcdonalds.co.za,domain_group_192,,True,200.0,,True,True,group_971,,,https://www.mcdonalds.co.za/media/mcdonalds-logo.png,https://www.mcdonalds.co.za/media/mcdonalds-logo.png,png,,,logos\mcdonalds_co_za.png,mcdonalds_co_za
mcdonalds.md,https://mcdonalds.md,domain_group_192,,,904.0,"HTTPSConnectionPool(host='www.mcdonalds.md', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",False,,,,,,,,,,,mcdonalds_md
mcdonalds.ma,https://mcdonalds.ma,domain_group_192,,,901.0,"HTTPSConnectionPool(host='www.mcdonalds.ma', port=443): Read timed out. (read timeout=10)",,,,,,,,,,,,mcdonalds_ma
mcdonalds.com.jo,https://mcdonalds.com.jo,domain_group_192,,,200.0,,True,False,,,,https://mcdonalds.com.jo/ebv4.0/root_storage/en/eb_homepage/mobilelogo-2.png,/ebv4.0/root_storage/en/eb_homepage/mobilelogo-2.png,png,,,logos\mcdonalds_com_jo.png,mcdonalds_com_jo
mcdonalds-mcdelivery.es,https://mcdonalds-mcdelivery.es,domain_group_192,,,403.0,,,,,,,,,,,,,mcdonalds-mcdelivery_es
mcdonalds.com.sg,https://mcdonalds.com.sg,domain_group_192,,,200.0,,True,True,group_488,,,https://mcdonalds.com.sg/themes/mcdonalds/static/assets/images/brand-logo.svg,/themes/mcdonalds/static/assets/images/brand-logo.svg,svg,,,logos\mcdonalds_com_sg.svg,mcdonalds_com_sg
mcdonalds-hh.de,https://mcdonalds-hh.de,domain_group_192,,,200.0,,False,True,group_130,,,,,svg,,,logos\mcdonalds-hh_de.svg,mcdonalds-hh_de
pearsonclinical.co.uk,https://pearsonclinical.co.uk,domain_group_193,,,200.0,,True,True,group_1060,,,https://pearsonclinical.co.uk/content/dam/global-store/global/images/ui/logos/pearson-logo.svg,/content/dam/global-store/global/images/ui/logos/pearson-logo.svg,svg,,,logos\pearsonclinical_co_uk.svg,pearsonclinical_co_uk
pearsonclinical.ca,https://pearsonclinical.ca,domain_group_193,,,200.0,,True,True,group_1060,,,https://pearsonclinical.ca/content/dam/global-store/global/images/ui/logos/pearson-logo.svg,/content/dam/global-store/global/images/ui/logos/pearson-logo.svg,svg,,,logos\pearsonclinical_ca.svg,pearsonclinical_ca
pearsonclinical.com.au,https://pearsonclinical.com.au,domain_group_193,,,200.0,,True,True,group_1060,,,,/content/dam/global-store/global/images/ui/logos/pearson-logo.svg,svg,,,logos\pearsonclinical_com_au.svg,pearsonclinical_com_au
pearsonclinical.es,https://pearsonclinical.es,domain_group_193,,,200.0,,True,True,group_737,,,https://www.pearsonclinical.es/static/version1742882207/frontend/Pearson/es/es_ES/Magento_Theme/images/pearson-logo-new.svg,https://www.pearsonclinical.es/static/version1742882207/frontend/Pearson/es/es_ES/Magento_Theme/images/pearson-logo-new.svg,svg,,,logos\pearsonclinical_es.svg,pearsonclinical_es
pearsonschoolsandfecolleges.co.uk,https://pearsonschoolsandfecolleges.co.uk,domain_group_193,,,200.0,,False,,,,,,,,,,,pearsonschoolsandfecolleges_co_uk
pearsonclinical.fr,https://pearsonclinical.fr,domain_group_193,,,200.0,,True,True,group_737,,,https://www.pearsonclinical.fr/static/version1742882207/frontend/Pearson/fr/fr_FR/Magento_Theme/images/pearson-logo-new.svg,https://www.pearsonclinical.fr/static/version1742882207/frontend/Pearson/fr/fr_FR/Magento_Theme/images/pearson-logo-new.svg,svg,,,logos\pearsonclinical_fr.svg,pearsonclinical_fr
pearsonactivelearn.com,https://pearsonactivelearn.com,domain_group_193,,,200.0,,False,False,,,,,,svg,,,logos\pearsonactivelearn_com.svg,pearsonactivelearn_com
pearson.com.hk,https://pearson.com.hk,domain_group_193,,,200.0,,True,True,group_718,,,https://pearson.com.hk/etc/clientlibs/platform/aem-core/components/content/pearson-banner/assets/images/pearson-logo.png,/etc/clientlibs/platform/aem-core/components/content/pearson-banner/assets/images/pearson-logo.png,png,,,logos\pearson_com_hk.png,pearson_com_hk
pearson.com.cn,https://pearson.com.cn,domain_group_193,,,200.0,,True,True,group_680,,,https://pearson.com.cn/images/logo_2016.png,/images/logo_2016.png,png,,,logos\pearson_com_cn.png,pearson_com_cn
nikonschool.de,https://nikonschool.de,domain_group_194,,,902.0,"HTTPSConnectionPool(host='www.nikonschool.de', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001DF7E49E4B0>: Failed to resolve 'www.nikonschool.de' ([Errno 11001] getaddrinfo failed)""))",,,,,,,,,,,,nikonschool_de
nikonclub.fr,https://nikonclub.fr,domain_group_194,,,200.0,,True,True,group_459,,,https://www.nikonclub.fr//themes/custom/iys/images/logo-nikon.webp,https://www.nikonclub.fr//themes/custom/iys/images/logo-nikon.webp,webp,,,logos\nikonclub_fr.webp,nikonclub_fr
nikon.com.sg,https://nikon.com.sg,domain_group_194,,,200.0,,False,,,,,,,,,,,nikon_com_sg
nikon.co.th,https://nikon.co.th,domain_group_194,,,200.0,,False,,,,,,,,,,,nikon_co_th
nikon.com.hk,https://nikon.com.hk,domain_group_194,,,200.0,,False,,,,,,,,,,,nikon_com_hk
nikonimgsupport.com,https://nikonimgsupport.com,domain_group_194,,,200.0,,True,True,group_409,,,https://imaging.nikon.com/assets/img/logo.svg,https://imaging.nikon.com/assets/img/logo.svg,svg,,,logos\nikonimgsupport_com.svg,nikonimgsupport_com
jungheinrich.com.sg,https://jungheinrich.com.sg,domain_group_195,,,200.0,,False,,,,,,,,,,,jungheinrich_com_sg
jungheinrich.co.za,https://jungheinrich.co.za,domain_group_195,,,200.0,,False,,,,,,,,,,,jungheinrich_co_za
jungheinrich.cn,https://jungheinrich.cn,domain_group_195,,,200.0,,False,,,,,,,,,,,jungheinrich_cn
